,k,n,i,perplexity,type
110,100,3,0,42.94686508178711,valid
111,100,3,1,43.46125793457031,train
112,100,3,1,43.158504486083984,test
113,100,3,1,43.3326416015625,valid
114,100,3,2,39.56327438354492,train
115,100,3,2,39.395389556884766,test
116,100,3,2,39.667850494384766,valid
117,100,3,3,26.90544891357422,train
118,100,3,3,26.615983963012695,test
119,100,3,3,27.260608673095703,valid
120,100,3,4,5.412007808685303,train
121,100,3,4,6.66492223739624,test
122,100,3,4,6.710679054260254,valid
123,100,3,5,5.242669105529785,train
124,100,3,5,6.788097858428955,test
125,100,3,5,6.857123851776123,valid
126,100,3,6,5.302154064178467,train
127,100,3,6,7.130321979522705,test
128,100,3,6,7.17223596572876,valid
129,100,3,7,5.495100498199463,train
130,100,3,7,7.904018878936768,test
131,100,3,7,7.979036808013916,valid
132,100,3,8,5.329878330230713,train
133,100,3,8,6.627279281616211,test
134,100,3,8,6.6720170974731445,valid
135,100,3,9,5.2571282386779785,train
136,100,3,9,6.763453483581543,test
137,100,3,9,6.802610397338867,valid
138,100,3,10,5.30057954788208,train
139,100,3,10,7.055476188659668,test
140,100,3,10,7.1398162841796875,valid
141,100,3,11,5.456567764282227,train
142,100,3,11,7.329546928405762,test
143,100,3,11,7.396706581115723,valid
144,250,3,0,72.32120513916016,train
145,250,3,0,72.3802719116211,test
146,250,3,0,72.57402038574219,valid
147,250,3,1,71.80644226074219,train
148,250,3,1,72.03209686279297,test
149,250,3,1,71.98611450195312,valid
150,250,3,2,71.21162414550781,train
151,250,3,2,71.03569030761719,test
152,250,3,2,71.00093078613281,valid
153,250,3,3,53.649967193603516,train
154,250,3,3,54.609806060791016,test
155,250,3,3,54.66653060913086,valid
156,250,3,4,5.345972061157227,train
157,250,3,4,11.270764350891113,test
158,250,3,4,10.659528732299805,valid
159,250,3,5,5.974784851074219,train
160,250,3,5,11.571860313415527,test
161,250,3,5,10.989665031433105,valid
162,250,3,6,5.836126804351807,train
163,250,3,6,13.102154731750488,test
164,250,3,6,12.162466049194336,valid
165,250,3,7,7.629430294036865,train
166,250,3,7,14.776907920837402,test
167,250,3,7,14.49022388458252,valid
168,250,3,8,5.503737926483154,train
169,250,3,8,11.136881828308105,test
170,250,3,8,10.56192684173584,valid
171,250,3,9,5.401335716247559,train
172,250,3,9,11.441428184509277,test
173,250,3,9,10.797197341918945,valid
174,250,3,10,5.175018787384033,train
175,250,3,10,13.445496559143066,test
176,250,3,10,12.165678977966309,valid
177,250,3,11,5.292369365692139,train
178,250,3,11,14.89975643157959,test
179,250,3,11,13.56448745727539,valid
180,500,3,0,111.25244903564453,train
181,500,3,0,112.16077423095703,test
182,500,3,0,110.82291412353516,valid
183,500,3,1,111.17632293701172,train
184,500,3,1,111.04264831542969,test
185,500,3,1,111.14105224609375,valid
186,500,3,2,110.43904876708984,train
187,500,3,2,111.27881622314453,test
188,500,3,2,110.92709350585938,valid
189,500,3,3,104.82768249511719,train
190,500,3,3,106.8838882446289,test
191,500,3,3,105.74703979492188,valid
192,500,3,4,5.423413276672363,train
193,500,3,4,20.75282096862793,test
194,500,3,4,18.37189483642578,valid
195,500,3,5,7.274766445159912,train
196,500,3,5,21.823190689086914,test
197,500,3,5,20.024002075195312,valid
198,500,3,6,7.301133155822754,train
199,500,3,6,23.62657928466797,test
200,500,3,6,21.432350158691406,valid
201,500,3,7,7.8314995765686035,train
202,500,3,7,29.11458969116211,test
203,500,3,7,25.37827491760254,valid
204,500,3,8,5.816690444946289,train
205,500,3,8,20.505279541015625,test
206,500,3,8,18.420507431030273,valid
207,500,3,9,5.349318027496338,train
208,500,3,9,21.172887802124023,test
209,500,3,9,18.709392547607422,valid
210,500,3,10,4.798158168792725,train
211,500,3,10,25.99431610107422,test
212,500,3,10,22.03995704650879,valid
213,500,3,11,8.920368194580078,train
214,500,3,11,27.497482299804688,test
215,500,3,11,24.207857131958008,valid
216,1000,3,0,174.25144958496094,train
217,1000,3,0,175.25733947753906,test
218,1000,3,0,173.781494140625,valid
219,1000,3,1,174.12806701660156,train
220,1000,3,1,174.15966796875,test
221,1000,3,1,174.03549194335938,valid
222,1000,3,2,174.94198608398438,train
223,1000,3,2,174.47793579101562,test
224,1000,3,2,175.60911560058594,valid
225,1000,3,3,173.9278564453125,train
226,1000,3,3,173.90744018554688,test
227,1000,3,3,174.29055786132812,valid
228,1000,3,4,6.251830101013184,train
229,1000,3,4,42.37876510620117,test
230,1000,3,4,36.59251403808594,valid
231,1000,3,5,5.214318752288818,train
232,1000,3,5,44.65829849243164,test
233,1000,3,5,37.92715072631836,valid
234,1000,3,6,5.089354515075684,train
235,1000,3,6,51.6792106628418,test
236,1000,3,6,42.36765670776367,valid
237,1000,3,7,12.02939510345459,train
238,1000,3,7,54.02131652832031,test
239,1000,3,7,50.50469970703125,valid
240,1000,3,8,7.120242118835449,train
241,1000,3,8,42.36796569824219,test
242,1000,3,8,36.84088134765625,valid
243,1000,3,9,5.517490863800049,train
244,1000,3,9,43.58909225463867,test
245,1000,3,9,36.61126708984375,valid
246,1000,3,10,5.972434043884277,train
247,1000,3,10,47.221946716308594,test
248,1000,3,10,40.202056884765625,valid
249,1000,3,11,3.504969358444214,train
250,1000,3,11,67.48693084716797,test
251,1000,3,11,52.57648468017578,valid
