,k,n,i,perplexity,type
302,5000,1,4,213.05796813964844,valid
303,5000,1,5,219.28622436523438,train
304,5000,1,5,212.79165649414062,test
305,5000,1,5,213.07980346679688,valid
306,5000,1,6,220.37413024902344,train
307,5000,1,6,213.4034423828125,test
308,5000,1,6,213.75831604003906,valid
309,5000,1,7,221.62728881835938,train
310,5000,1,7,215.62887573242188,test
311,5000,1,7,215.1976318359375,valid
312,5000,1,8,219.1420440673828,train
313,5000,1,8,212.69491577148438,test
314,5000,1,8,213.16326904296875,valid
315,5000,1,9,219.34451293945312,train
316,5000,1,9,213.28631591796875,test
317,5000,1,9,212.86636352539062,valid
318,5000,1,10,220.25143432617188,train
319,5000,1,10,213.87640380859375,test
320,5000,1,10,214.5970916748047,valid
321,5000,1,11,221.8066864013672,train
322,5000,1,11,215.52406311035156,test
323,5000,1,11,214.7200469970703,valid
